EmployeeID,Age,Gender,Department,Tenure
237,48,Male,Sales,2
238,46,Non-Binary,Marketing,13
239,63,Female,HR,10
240,54,Female,Finance,22
241,50,Female,Sales,7
242,31,Female,Finance,7
243,26,Female,IT,8
244,61,Female,Finance,26
245,65,Male,IT,35
246,53,Male,HR,35
247,62,Non-Binary,Marketing,19
248,49,Female,Marketing,4
249,28,Male,IT,8
250,23,Male,HR,1
251,44,Male,IT,12
252,48,Female,IT,19
253,33,Female,IT,2
254,65,Female,Sales,16
255,36,Female,Sales,15
256,64,Female,Sales,1
257,40,Female,HR,22
258,44,Male,Finance,19
259,38,Female,IT,15
260,46,Male,IT,28
261,58,Female,Finance,23
262,40,Female,Marketing,1
263,39,Female,Marketing,1
264,25,Female,Finance,5
265,40,Female,IT,8
266,62,Female,Marketing,13
267,64,Female,Finance,9
268,63,Male,Sales,3
269,59,Female,HR,24
270,40,Female,IT,11
271,30,Female,IT,9
272,54,Female,IT,18
273,52,Female,IT,19
274,29,Female,HR,8
275,36,Female,Finance,13
276,45,Female,HR,3
277,56,Male,Marketing,8
278,65,Female,Finance,17
279,45,Female,Sales,4
280,61,Male,Marketing,36
281,63,Female,Sales,5
282,41,Male,HR,21
283,24,Non-Binary,HR,3
284,37,Male,Sales,18
285,64,Male,Marketing,35
286,31,Female,Finance,7
287,61,Female,IT,27
288,45,Male,Finance,7
289,45,Non-Binary,IT,4
290,63,Male,IT,23
291,29,Male,IT,8
292,62,Female,HR,39
293,43,Non-Binary,Marketing,8
294,35,Female,Sales,3
295,59,Female,IT,14
296,31,Female,HR,13
297,31,Female,Marketing,3
298,29,Female,HR,11
299,44,Female,Sales,26
300,23,Male,HR,2
301,48,Male,HR,17
302,50,Female,HR,24
303,54,Female,HR,15
304,64,Male,Marketing,34
305,23,Non-Binary,Finance,1
306,49,Male,Marketing,22
307,50,Female,IT,5
308,31,Male,Marketing,2
309,59,Female,IT,36
310,60,Male,Sales,34
311,49,Female,HR,4
312,63,Female,IT,36
313,50,Male,Finance,15
314,47,Female,IT,14
315,42,Male,Finance,22
316,65,Male,Finance,31
317,27,Male,Marketing,7
318,30,Male,Finance,9
319,57,Female,Sales,22
320,64,Female,Marketing,28
321,40,Male,HR,20
322,54,Male,Sales,14
323,28,Female,IT,6
324,39,Male,Sales,19
325,57,Male,Finance,36
326,39,Male,Marketing,1
327,41,Male,IT,11
328,31,Female,HR,10
329,62,Male,Sales,2
330,46,Male,IT,14
331,41,Female,Sales,11
332,27,Male,Marketing,1
333,25,Male,Sales,6
334,49,Female,Sales,16
335,35,Male,Sales,17
336,40,Female,Sales,22
337,64,Male,IT,20
338,60,Male,IT,4
339,35,Female,IT,5
340,29,Female,Sales,1
341,30,Female,IT,7
342,57,Male,Finance,23
343,24,Male,Finance,4
344,42,Male,Sales,19
345,62,Male,Sales,27
346,42,Female,Marketing,6
347,45,Male,HR,3
348,49,Male,HR,19
349,41,Male,Marketing,11
350,26,Female,IT,2
351,44,Female,Finance,12
352,31,Male,IT,4
353,33,Male,Marketing,10
354,26,Female,Marketing,3
355,51,Female,Finance,29
356,63,Male,Finance,40
357,42,Male,Sales,5
358,62,Female,Sales,20
359,44,Male,Sales,17
360,24,Male,IT,1
361,63,Female,Sales,6
362,51,Male,Finance,3
363,63,Male,Sales,13
364,31,Male,Finance,1
365,43,Male,Marketing,23
366,24,Female,Finance,2
367,55,Female,IT,34
368,40,Male,IT,13
369,60,Female,Marketing,4
370,26,Male,Marketing,6
371,40,Female,Marketing,9
372,60,Male,Sales,10
373,31,Male,Marketing,6
374,64,Male,Marketing,26
375,27,Female,Marketing,5
376,43,Female,Finance,5
377,65,Male,Marketing,34
378,54,Male,IT,24
379,35,Female,Sales,11
380,36,Male,IT,5
381,28,Female,Finance,9
382,55,Female,Finance,3
383,61,Female,IT,9
384,33,Female,Marketing,14
385,32,Male,Sales,12
386,65,Female,Marketing,16
387,50,Female,IT,15
388,52,Male,Finance,13
389,50,Female,Marketing,30
390,54,Male,IT,34
391,34,Female,HR,5
392,52,Female,HR,24
393,55,Male,Marketing,8
394,39,Female,HR,15
395,49,Female,IT,3
396,50,Female,Sales,23
397,47,Male,IT,17
398,27,Male,IT,6
399,28,Female,HR,6
400,40,Female,HR,16
401,52,Female,Finance,29
402,23,Male,HR,3
403,60,Male,Marketing,34
404,37,Male,IT,10
405,62,Male,HR,40
406,53,Male,Sales,35
407,37,Male,HR,5
408,44,Female,IT,8
409,64,Female,IT,6
410,55,Female,Finance,35
411,57,Male,Sales,2
412,62,Non-Binary,IT,25
413,23,Female,IT,3
414,64,Female,Marketing,7
415,43,Male,Sales,5
416,63,Female,Marketing,12
417,52,Female,HR,12
418,51,Male,HR,3
419,34,Male,IT,2
420,47,Female,IT,27
421,63,Male,Finance,13
422,25,Female,IT,7
423,45,Female,Marketing,14
424,46,Female,Sales,11
425,53,Female,Sales,24
426,27,Male,Marketing,7
427,33,Male,HR,9
428,42,Male,Sales,22
429,49,Female,IT,6
430,24,Female,IT,6
431,49,Female,Marketing,9
432,25,Female,Sales,1
433,54,Female,HR,11
434,60,Male,HR,29
435,63,Male,Finance,24
436,24,Male,Sales,5
437,45,Male,HR,12
438,30,Male,IT,9
439,39,Female,HR,8
440,33,Female,Finance,8
441,29,Female,Marketing,5
442,35,Female,Finance,10
443,34,Male,HR,4
444,33,Female,Finance,15
445,65,Female,Marketing,21
446,57,Male,IT,35
447,32,Female,Marketing,12
448,33,Male,IT,13
449,34,Male,Sales,5
450,45,Female,Sales,18
451,57,Female,HR,9
452,41,Non-Binary,Marketing,13
453,55,Female,Finance,27
454,26,Female,Marketing,3
455,50,Female,IT,30
456,57,Male,Finance,38
457,49,Female,HR,17
458,29,Male,IT,9
459,42,Male,Finance,23
460,55,Female,IT,19
461,62,Male,Marketing,36
462,61,Male,Marketing,35
463,59,Male,Marketing,38
464,60,Female,Sales,22
465,23,Male,Marketing,1
466,58,Female,Marketing,17
467,48,Female,Sales,20
468,62,Male,Finance,35
469,52,Female,Marketing,16
470,41,Male,HR,15
471,50,Male,IT,27
472,60,Male,Marketing,10
473,44,Male,IT,13
474,57,Male,Sales,7
475,39,Male,HR,15
476,40,Female,Sales,13
477,32,Male,Sales,14
478,42,Female,Sales,7
479,54,Female,IT,30
480,23,Female,Sales,1
481,37,Female,HR,7
482,40,Female,Finance,16
483,65,Male,HR,31
484,28,Male,IT,7
485,45,Male,HR,25
486,25,Female,IT,5
487,40,Male,Sales,3
488,57,Female,Marketing,18
489,61,Male,HR,8
490,45,Non-Binary,Sales,26
491,45,Male,Marketing,25
492,47,Male,HR,17
493,43,Female,HR,16
494,54,Male,Marketing,9
495,32,Non-Binary,Marketing,7
496,41,Male,Finance,19
497,56,Female,IT,32
498,23,Male,HR,3
499,48,Male,Finance,19
500,62,Female,IT,2
501,63,Female,Marketing,38
502,59,Male,Marketing,31
503,61,Male,Marketing,25
504,24,Female,HR,5
505,23,Male,IT,4
506,35,Female,Marketing,14
507,52,Female,Sales,4
508,57,Non-Binary,Sales,21
509,46,Female,Sales,11
510,56,Female,Marketing,22
511,65,Female,IT,17
512,37,Female,IT,9
513,41,Female,Marketing,10
514,53,Male,Sales,21
515,39,Male,Marketing,10
516,46,Female,Finance,13
517,31,Male,Finance,5
518,27,Female,Marketing,6
519,52,Male,Sales,14
520,57,Male,Marketing,18
521,59,Male,Marketing,16
522,55,Female,HR,15
523,48,Female,HR,11
524,30,Female,Finance,1
525,32,Female,Finance,7
526,52,Female,Marketing,31
527,40,Male,HR,11
528,27,Female,Marketing,4
529,24,Male,Finance,2
530,24,Female,IT,4
531,40,Male,Sales,2
532,28,Male,Finance,6
533,56,Female,Finance,34
534,54,Male,Finance,30
535,43,Female,Marketing,6
536,33,Female,Marketing,1
537,58,Male,Finance,13
538,47,Male,IT,27
539,47,Male,Finance,22
540,52,Female,HR,21
541,46,Male,IT,8
542,43,Female,Sales,10
543,38,Female,HR,12
544,29,Male,Sales,8
545,54,Female,Marketing,20
546,40,Female,IT,12
547,30,Male,Marketing,8
548,60,Male,Sales,24
549,52,Female,Marketing,14
550,60,Female,Sales,6
551,45,Female,HR,3
552,57,Male,Sales,33
553,32,Female,Sales,6
554,65,Female,Sales,14
555,54,Female,Sales,29
556,54,Male,HR,27
557,51,Female,IT,20
558,22,Female,HR,2
559,44,Male,Finance,23
560,26,Male,Sales,8
561,30,Female,Marketing,11
562,48,Non-Binary,IT,12
563,46,Male,Finance,13
564,56,Female,IT,9
565,33,Male,HR,9
566,36,Female,Finance,1
567,51,Female,Finance,28
568,37,Male,IT,15
569,29,Female,Sales,1
570,23,Male,HR,2
571,24,Female,Marketing,4
572,25,Female,Sales,2
573,36,Male,Finance,18
574,25,Female,IT,2
575,58,Female,Marketing,21
576,42,Male,HR,8
577,64,Male,IT,34
578,25,Female,Finance,5
579,33,Female,Sales,11
580,25,Female,Marketing,3
581,55,Female,Sales,21
582,41,Male,Sales,13
583,37,Male,Marketing,8
584,51,Female,Finance,4
585,57,Male,IT,34
586,35,Female,Finance,11
587,45,Female,Finance,3
588,25,Male,Marketing,3
589,24,Male,Marketing,1
590,64,Male,IT,36
591,43,Female,HR,10
592,34,Female,Marketing,4
593,37,Male,IT,7
594,42,Male,Sales,10
595,44,Male,Sales,10
596,53,Male,Finance,30
597,52,Female,IT,21
598,48,Female,IT,2
599,31,Male,Finance,1
600,59,Male,IT,27
601,36,Female,IT,13
602,57,Male,Finance,22
603,63,Male,Marketing,32
604,44,Male,Sales,6
605,33,Female,Finance,15
606,25,Male,Finance,5
607,64,Female,Sales,4
608,62,Male,IT,15
609,35,Male,HR,17
610,62,Female,Marketing,40
611,23,Female,Sales,1
612,23,Female,Sales,5
613,40,Female,Marketing,1
614,49,Female,IT,26
615,28,Male,IT,9
616,55,Female,IT,17
617,47,Male,Sales,3
618,58,Non-Binary,IT,16
619,65,Female,Finance,6
620,24,Male,IT,1
621,52,Female,Marketing,4
622,27,Female,Marketing,8
623,43,Female,Finance,19
624,55,Male,Finance,3
625,58,Male,Finance,31
626,65,Female,Sales,18
627,24,Female,IT,2
628,35,Female,Marketing,5
629,47,Male,Sales,3
630,58,Female,Sales,25
631,46,Female,Marketing,25
632,27,Female,IT,9
633,28,Male,HR,7
634,60,Female,IT,40
635,42,Female,Marketing,1
636,50,Male,Sales,32
637,46,Male,Sales,14
638,46,Female,IT,3
639,37,Male,IT,3
640,62,Female,IT,10
641,28,Male,IT,2
642,45,Male,HR,25
643,33,Male,Sales,7
644,48,Male,IT,4
645,27,Female,HR,6
646,48,Female,Marketing,13
647,57,Female,IT,16
648,46,Male,IT,6
649,53,Male,Sales,10
650,48,Male,HR,10
651,38,Female,Sales,8
652,61,Male,HR,13
653,22,Male,Marketing,4
654,43,Male,Finance,15
655,63,Male,IT,39
656,34,Male,Finance,16
657,42,Female,Marketing,10
658,58,Male,IT,16
659,47,Male,Sales,12
660,59,Male,Marketing,35
661,23,Female,IT,4
662,40,Female,Marketing,3
663,48,Female,Marketing,22
664,37,Female,Marketing,9
665,46,Male,Sales,3
666,59,Female,Finance,26
667,48,Male,Finance,18
668,56,Male,IT,6
669,64,Male,Marketing,23
670,58,Female,IT,26
671,49,Male,IT,4
672,54,Female,Marketing,34
673,36,Male,Sales,15
674,65,Female,IT,38
675,23,Male,Sales,4
676,27,Female,Marketing,2
677,44,Male,Marketing,10
678,55,Male,HR,31
679,50,Male,HR,21
680,29,Female,Marketing,1
681,65,Female,Marketing,11
682,55,Female,IT,12
683,49,Male,Marketing,31
684,62,Male,Marketing,12
685,47,Female,Finance,1
686,50,Male,Marketing,28
687,35,Female,Finance,9
688,26,Female,Sales,2
689,45,Male,HR,11
690,64,Female,Marketing,32
691,60,Female,Sales,25
692,44,Female,Marketing,12
693,65,Female,Sales,20
694,65,Male,IT,9
695,29,Male,HR,3
696,46,Female,Sales,14
697,49,Male,Sales,6
698,63,Female,Sales,12
699,30,Male,Sales,3
700,25,Male,HR,7
701,30,Female,Finance,4
702,54,Male,Sales,32
703,50,Male,Sales,32
704,36,Male,IT,10
705,40,Female,Sales,6
706,53,Male,HR,33
707,56,Female,Marketing,24
708,50,Non-Binary,HR,14
709,63,Male,Finance,16
710,50,Male,Finance,17
711,50,Female,IT,8
712,59,Female,Marketing,23
713,49,Female,Marketing,6
714,35,Female,Sales,2
715,60,Male,Finance,35
716,40,Female,Finance,10
717,54,Male,Marketing,7
718,48,Male,IT,30
719,63,Female,HR,9
720,31,Male,IT,12
721,65,Male,Sales,26
722,39,Male,Sales,21
723,62,Male,Marketing,6
724,45,Female,IT,15
725,22,Female,Sales,1
726,64,Female,Marketing,23
727,47,Female,Finance,7
728,53,Male,IT,18
729,57,Male,Finance,37
730,43,Female,HR,22
731,62,Male,Finance,30
732,32,Male,Finance,8
733,49,Non-Binary,Finance,7
734,63,Male,Finance,20
735,39,Female,IT,3
736,45,Female,IT,22
737,47,Male,Marketing,21
738,36,Female,Marketing,14
739,22,Male,HR,2
740,36,Female,HR,17
741,43,Non-Binary,Sales,4
742,30,Male,IT,8
743,28,Male,Finance,2
744,30,Female,Marketing,7
745,30,Non-Binary,HR,11
746,55,Male,Marketing,37
747,50,Female,Marketing,23
748,31,Female,Sales,7
749,35,Female,HR,3
750,29,Female,IT,10
751,49,Female,IT,11
752,63,Male,Marketing,6
753,60,Female,Marketing,19
754,64,Male,Marketing,20
755,34,Male,HR,13
756,37,Male,IT,16
757,62,Male,Finance,39
758,22,Female,HR,3
759,58,Male,Marketing,27
760,52,Male,HR,5
761,38,Male,HR,7
762,47,Male,Marketing,17
763,48,Female,HR,14
764,56,Female,IT,35
765,41,Female,IT,3
766,31,Male,Sales,9
767,63,Male,Sales,5
768,37,Male,Finance,2
769,29,Female,HR,8
770,64,Male,Marketing,12
771,22,Female,IT,2
772,55,Male,HR,17
773,39,Female,HR,4
774,49,Female,IT,9
775,58,Female,Sales,5
776,25,Female,IT,4
777,32,Female,Finance,5
778,65,Male,Sales,8
779,24,Male,Sales,1
780,46,Male,Finance,5
781,24,Female,Marketing,5
782,63,Male,IT,27
783,42,Female,Sales,9
784,29,Female,HR,9
785,36,Non-Binary,Finance,17
786,26,Female,Marketing,8
787,41,Male,Sales,11
788,45,Male,Marketing,7
789,61,Male,Sales,16
790,53,Female,Sales,13
791,37,Male,Sales,5
792,36,Male,Finance,18
793,22,Male,Marketing,3
794,41,Male,Finance,4
795,48,Female,Finance,16
796,31,Male,HR,12
797,36,Male,Finance,17
798,51,Female,Sales,6
799,62,Male,Sales,26
800,49,Female,IT,22
801,38,Female,IT,11
802,42,Male,IT,11
803,34,Female,Sales,5
804,31,Male,Sales,2
805,48,Female,Finance,4
806,35,Male,IT,15
807,29,Male,Marketing,2
808,60,Male,Finance,3
809,31,Female,Finance,2
810,47,Male,IT,17
811,33,Female,Finance,1
812,57,Male,Sales,36
813,30,Male,Finance,2
814,36,Male,Sales,5
815,65,Female,IT,6
816,26,Non-Binary,IT,1
817,63,Female,HR,29
818,43,Male,Sales,4
819,32,Male,Marketing,10
820,53,Male,Sales,2
821,44,Female,IT,7
822,50,Male,Marketing,10
823,37,Female,Finance,10
824,52,Male,IT,4
825,48,Female,Marketing,7
826,37,Female,Finance,18
827,44,Female,Sales,16
828,58,Male,IT,33
829,23,Female,HR,3
830,39,Female,Sales,2
831,44,Female,IT,25
832,32,Male,IT,2
833,56,Female,Finance,4
834,58,Male,Finance,25
835,33,Male,IT,3
836,44,Male,Marketing,19
837,58,Male,Finance,37
838,53,Male,Sales,35
839,27,Male,IT,1
840,55,Male,Finance,31
841,34,Male,IT,5
842,42,Male,Sales,2
843,31,Male,Sales,13
844,45,Male,Finance,3
845,47,Male,IT,19
846,30,Female,Sales,3
847,62,Female,IT,32
848,57,Male,Sales,23
849,33,Male,Marketing,7
850,30,Female,Finance,3
851,58,Female,Marketing,26
852,58,Male,IT,3
853,61,Female,HR,15
854,53,Male,HR,10
855,44,Male,Finance,11
856,27,Male,IT,6
857,37,Male,Marketing,3
858,22,Male,Marketing,1
859,32,Female,IT,7
860,56,Male,Sales,25
861,58,Male,HR,15
862,24,Male,IT,3
863,28,Male,Finance,2
864,32,Male,Finance,12
865,27,Female,Marketing,6
866,52,Male,Marketing,2
867,60,Male,HR,28
868,35,Male,Sales,7
869,56,Female,IT,17
870,28,Male,Sales,1
871,53,Male,HR,10
872,27,Female,Marketing,5
873,52,Male,IT,13
874,62,Female,Sales,19
875,29,Female,Sales,5
876,64,Male,Sales,17
877,33,Female,IT,6
878,50,Male,Sales,3
879,36,Female,IT,9
880,64,Male,IT,7
881,56,Female,Sales,27
882,57,Female,Finance,4
883,48,Female,Finance,18
884,58,Male,HR,16
885,24,Female,Sales,5
886,58,Male,Finance,40
887,50,Female,IT,12
888,35,Male,Sales,7
889,65,Male,Finance,28
890,31,Male,Finance,10
891,26,Male,IT,2
892,42,Female,Finance,9
893,22,Male,HR,4
894,58,Female,Finance,38
895,28,Female,HR,2
896,40,Female,Finance,18
897,38,Female,Sales,13
898,52,Male,Sales,3
899,61,Female,Sales,39
900,47,Female,Marketing,29
901,25,Male,IT,6
902,45,Male,Marketing,1
903,41,Female,Finance,9
904,65,Female,IT,7
905,41,Female,IT,15
906,48,Female,IT,20
907,35,Female,Marketing,14
908,45,Male,Marketing,27
909,26,Female,Sales,5
910,55,Male,IT,37
911,34,Male,Sales,2
912,45,Male,IT,23
913,51,Male,Finance,33
914,65,Male,Sales,2
915,50,Female,Sales,12
916,57,Male,Finance,23
917,38,Male,IT,3
918,32,Female,Finance,14
919,36,Female,IT,8
920,48,Male,Marketing,17
921,65,Male,HR,1
922,33,Female,IT,10
923,60,Female,Marketing,20
924,39,Female,Finance,14
925,51,Male,IT,17
926,55,Female,HR,26
927,64,Female,Sales,24
928,40,Female,Sales,10
929,43,Female,Finance,9
930,38,Male,Sales,10
931,37,Female,Finance,2
932,60,Female,Marketing,26
933,23,Non-Binary,IT,4
934,48,Male,HR,13
935,58,Male,Marketing,13
936,65,Female,Sales,35
937,64,Female,Finance,23
938,64,Male,HR,36
939,30,Male,Finance,12
940,33,Female,Marketing,11
941,36,Male,Finance,12
942,48,Female,IT,26
943,59,Male,HR,19
944,25,Female,Sales,7
945,61,Male,IT,5
946,29,Male,IT,11
947,25,Female,HR,7
948,34,Male,Sales,11
949,51,Male,Marketing,10
950,27,Male,Finance,8
951,42,Male,Sales,21
952,35,Female,IT,6
953,27,Female,Marketing,3
954,47,Female,IT,14
955,24,Male,IT,5
956,22,Female,Sales,3
957,23,Female,IT,1
958,44,Male,IT,10
959,59,Male,Finance,20
960,41,Male,Sales,10
961,55,Male,Marketing,22
962,30,Non-Binary,Sales,6
963,34,Female,Finance,6
964,47,Male,Marketing,1
965,30,Female,Sales,4
966,32,Male,Marketing,2
967,24,Female,IT,4
968,56,Female,HR,4
969,28,Male,HR,1
970,50,Male,IT,25
971,31,Female,Marketing,4
972,41,Female,Marketing,14
973,39,Female,HR,20
974,28,Female,HR,9
975,29,Female,Marketing,2
976,38,Female,IT,17
977,48,Male,Sales,10
978,35,Male,HR,16
979,64,Female,Finance,6
980,64,Male,HR,32
981,54,Female,HR,5
982,38,Male,Finance,8
983,38,Male,Finance,15
984,24,Male,Marketing,3
985,49,Male,Finance,24
986,24,Female,Marketing,1
987,32,Male,Sales,6
988,61,Female,HR,18
989,43,Male,Sales,6
990,51,Female,Marketing,18
991,52,Female,Marketing,27
992,29,Female,HR,3
993,32,Male,Sales,2
994,58,Male,IT,29
995,44,Male,Marketing,20
996,30,Female,HR,8
997,48,Male,IT,15
998,42,Female,Marketing,1
999,58,Male,Finance,37
1000,43,Female,Marketing,17
1001,28,Female,IT,7
1002,44,Female,IT,22
1003,57,Male,Finance,4
1004,54,Female,Finance,31
1005,26,Male,IT,8
1006,39,Female,Sales,2
1007,46,Female,HR,13
1008,50,Male,Sales,29
1009,42,Non-Binary,Marketing,4
1010,23,Male,HR,1
1011,57,Female,Marketing,1
1012,61,Female,Sales,20
1013,63,Female,IT,30
1014,25,Male,Sales,7
1015,57,Male,Marketing,39
1016,50,Male,Marketing,8
1017,22,Male,Marketing,3
1018,40,Female,Marketing,18
1019,24,Female,Finance,2
1020,48,Male,IT,4
1021,29,Male,Finance,7
1022,34,Male,Sales,11
1023,62,Male,Finance,38
1024,51,Male,Sales,33
1025,55,Female,Sales,4
1026,59,Female,Marketing,31
1027,33,Female,Marketing,12
1028,30,Male,Marketing,2
1029,42,Female,Sales,17
1030,60,Male,Finance,16
1031,40,Female,HR,15
1032,60,Male,Marketing,33
1033,42,Female,Sales,23
1034,35,Male,Marketing,7
1035,65,Female,HR,23
1036,63,Female,Marketing,12
1037,42,Male,IT,23
1038,52,Female,Finance,27
1039,56,Female,Sales,19
1040,22,Male,HR,1
1041,64,Male,Marketing,4
1042,32,Female,HR,5
1043,25,Female,IT,6
1044,56,Male,Sales,3
1045,61,Female,Marketing,36
1046,57,Male,Marketing,25
1047,40,Male,IT,22
1048,48,Female,IT,26
1049,57,Male,IT,4
1050,61,Female,Finance,29
1051,63,Female,Sales,24
1052,60,Female,Finance,13
1053,40,Male,Marketing,15
1054,33,Female,HR,3
1055,24,Male,IT,4
1056,32,Female,HR,10
1057,51,Male,Finance,10
1058,60,Female,Marketing,4
1059,64,Female,Sales,20
1060,44,Female,IT,3
1061,36,Female,Marketing,6
1062,32,Female,Sales,7
1063,44,Female,Marketing,8
1064,43,Male,Finance,12
1065,61,Male,Sales,34
1066,63,Male,IT,1
1067,37,Female,Marketing,8
1068,42,Female,Finance,13
1069,46,Female,IT,9
1070,55,Female,Sales,24
1071,53,Male,Marketing,3
1072,42,Male,HR,17
1073,56,Male,HR,35
